HEADER ROW
Pineapple Diesel,Sativa Dominant Hybrid - 80% Sativa / 20% Indica,0.17,0.0,Sweet and sour tropical pineapple flavor with hints of zesty diesel,Energizing and clear-headed high,Potential for treating chronic fatigue,Sweet and sour tropical pineapple flavor with hints of zesty diesel
